장,조,내용,LABEL 1,LABEL 1 근거,LABEL 2,LABEL 2 근거
,,"3. 요구 사항. 서비스를 이용하려면 귀하는 (i) 본 이용 약관, 블리자드의 “게임 정책” (http://kr.blizzard.com/ko-kr/company/about/termsofoperation.html, http://kr.blizzard.com/ko-kr/company/legal/wow_operation.html, http://kr.blizzard.com/ko-kr/company/legal/sc2_operation.html 등에서 볼 수 있으며, 여기에 언급함으로 본 이용 약관에 편입됨), 개인정보 취급방침 (http://kr.blizzard.com/ko-kr/company/about/privacy.html 에서 볼 수 있음), 게임 운영정책 및 서비스 이용 시 따르는 각 게임에 대한 이용 약관 및 라이선스 계약에 동의하고; (ii) 서비스 이용 시 따르는 게임 이용에 대한 유효한 라이선스를 구매하며; (iii) 서비스에서 계정(“계정”)을 등록해야 합니다. 귀하는 서비스 접속 시 발생되는 모든 인터넷 연결 비용에 대해 책임이 있습니다.",0,,,
,,"4. 미성년자의 서비스 이용. 귀하의 거주 국가의 법률에 따라, 귀하는 서비스에서 계정을 등록하려면 성인이어야 합니다. 다만, 귀하가 미성년자로서 서비스를 이용하도록 부모 또는 법적 대리인으로부터 동의를 얻은 경우, 귀하는 부모 또는 법적 대리인이 등록한 계정과 별개의 계정을 등록해야 합니다.",0,,,
,,"5. 글로벌 플레이. 특정 게임은 귀하가 계정 생성과 연결된 지역 외의 게임 이용자와 서비스 이용을 가능하게 하는 “글로벌 플레이”를 제공하는 서비스에서 이용될 수 있습니다. 글로벌 플레이 기능은 귀하가 귀하의 계정 생성시 제공한 개인정보의 일부 내지 전부를 귀하가 게임을 이용하기 원하는 지역의 블리자드가 운영하는 서버로 전송하는 것이 필요합니다. 글로벌 플레이에 참가하기로 동의하는 것으로써, 귀하는 귀하가 글로벌 플레이를 사용하여 이용하시기로 결정한 지역의 블리자드 서버로 귀하의 정보가 전송되는 것에 동의하는 것입니다.",0,,,
,,6. 블리자드 온라인 스토어.,0,,,
,,"6.1 블리자드 온라인 스토어 이용. 서비스를 통해 이용할 수 있는 블리자드 온라인 스토어에서는 서비스에서 이용할 수 있도록 만들어진 다운로드가 가능한 디지털 버전의 블리자드의 인터렉티브 소프트웨어 제품(“제품”)을 구매용으로 제공할 수 있습니다. 또한 블리자드 온라인 스토어에서는 유형 제품(“박스 제품)뿐 아니라 포스터, 보드 게임, 도서, 의류, 컴퓨터 하드웨어 등을 비롯하여 블리자드 및 블리자드 제품과 관련된 기타 상품(이하 총칭하여 “기타 상품”)을 제공할 수 있습니다. 서비스를 통한 모든 구매 시에도 본 약관과 개별 거래의 조건의 일부가 되는 판매약관의 조건을 준수해야 합니다. 블리자드는 서비스에서 구매 주문서를 통한 결제를 거부합니다. 구매 주문서를 기타 상품에 대한 결제 수단으로 제출할 경우 구매가 자동으로 거부되며, 해당 구매 주문서에 포함된 어떠한 조건 또는 국내 판매 특별 조항에 포함된 어떠한 조건도 블리자드에 적용되지 않습니다.",0,,,
,,"6.2 블리자드 온라인 스토어에 대한 추가 정보. 블리자드 온라인 스토어를 이용하려면 이름, 주소, 전자 메일 주소 등과 같은 개인 정보를 블리자드에 제공해야 하며, 이러한 정보는 계정과 연계됩니다. 블리자드는 적용 가능한 법률에 의거해서만 이러한 개인 데이터를 수집, 저장 또는 이용할 것임을 유념하시기 바라며, 데이터 보호에 대한 세부 사항은 http://kr.blizzard.com/ko-kr/company/about/privacy.html에 나와있는 블리자드 개인 정보 보호 정책을 참조하시기 바랍니다. 또한 블리자드 온라인 스토어를 통해 구입하려면 선택한 결제 방법에 대해 정확한 청구 정보를 제공해야 합니다. 이러한 정보는 지체 없이 업데이트되어야 하며, 그렇지 못할 경우 본 계약에 대한 심각한 위반이 야기됩니다.",0,,,
,,7. 판매 조건. 서비스를 통해 구매한 제품의 판매 조건(“판매 조건”)은 다음 링크에서 보실 수 있습니다. 여기를 클릭하십시오.,0,,,
,,8. 계정에 보존되는 금전적 가치,0,,,
,,"8.1 Battle.net에서 상품이나 서비스를 구매하기 위한 용도로만 사용되는 금액 (이하 “배틀코인”)을 계정에 보유할 수 있습니다. 단, 계정은 신용 한도, 당좌 보호 또는 예금 계좌는 아닙니다. 배틀코인이 미사용인 경우, 충전 후 7일 이내에는 귀하는 전자상거래 등에서의 소비자보호에 관한 법률에 의거하여 그 충전을 취소요청할 수 있으며, 이 경우 수수료 차감없이 전액 환불 됩니다. 충전된 배틀코인이 일부라도 사용되거나, 충전 후 7일이 경과한 경우 충전된 배틀코인의 환불은 법률에서 달리 규정하지 않는 한, 구매시 동의한 조건에 따라 환불 수수료가 공제되어 환불됩니다. 귀하가 계정에 충전한 배틀코인과 기타 제삼자로부터 선물 받은 배틀코인은 충전한 날 또는 선물 받은 날로부터 5년 이내에 사용하여야 하고, 그 기간 내에 사용하지 않은 금액은 소멸합니다.. 계정에 충전된 배틀코인은 이자를 발생시키지 않습니다.",0,,,
,,"8.2 계정에 배틀코인을 충전하기 위해서는 https://kr.battle.net/account/management/ebalance-purchase.html에서 제공되는 설명을 참조해주십시오. 계정에 배틀코인을 충전하는 거래는 아래에 첨부된 판매 조건에서 확인하실 수 있는 거래조건에 의하여 규율 됩니다. 계정에 충전할 수 있는 최소 단위 금액은 1,000원이며, 최대로 충전할 수 있는 금액은 관계 법령상 성년자의 경우 50만원, 관계법령상 미성년자인 경우 7만원입니다. 당사는 최소 충전 단위 금액과 최대 충전 금액을 본 계약의 9 조에 의거하여 귀하에게 고지한 후 수시로 변경할 권리를 유보합니다. 계정에 충전된 잔액을 확인하기 하거나 계정에서 최근에 발생한 거래를 조회하기 위해서는 https://kr.battle.net/account/management/transaction-history.html를 방문하시어 해당 페이지의 설명을 따라주시기 바랍니다.",0,,,
,,"8.3 충전된 배틀코인은 Battle.net에서 현금과 동일하게 구매에 사용될 수 있으며, 귀하는 인증되지 않은 거래를 포함하여 해당법률의 조건에 따라 귀하의 계정에서 발생한 모든 거래에 대하여 책임이 있습니다. 만약 귀하의 계정에 문제가 발생했다는 의심이 들면, 귀하는 http://kr.battle.net/support/ko/를 확인하셔야 합니다. 계정의 잔액은, 당사가 귀하로부터 ‘계정에 문제가 발생했을지도 모른다’는 귀하의 통지를 수령하였다고 통지를 발송한 때부터 보호될 것입니다. 그 시점 이후로부터 당사는 계정의 잔액을 동결하는 조치를 취할 것이며, 당사가 귀하에게 계정의 통제권을 회복시킨 이후에 동결 조치를 해제할 것입니다.",0,,,
,,"8.4 귀하가 직접 구매한 배틀코인의 환불을 요청한 경우 현재 남아 있는 잔액의 10% 또는 잔액이 10,000원 이내인 경우 1,000원을 공제하고 남은 금액을 환불하여 드립니다. 다만 잔액이 1,000원 이하인 경우 환불이 불가능합니다.",0,,,
,,"8.5 당사가 귀하의 계정의 문제가 귀하에게 어떠한 이유로든 책임이 있다고 판단할 경우, 당사는 문제가 발생한 타 이용자의 계정을 통하여 획득한 배틀코인을 계정에서 제거하고, 귀하가 서비스를 사용할 권리를 부여받은 게임에 접속을 중지시키며, 계정의 삭제와 동시에 또는 선택적으로 귀하에게 가능한 모든 법적, 형평법적 조치를 취할 권리를 보유합니다.",0,,,
,,"8.6 귀하가 당사로부터 상품 및 서비스를 구매하기로 동의할 경우, 그러한 구매 대금을 지불할 의무의 불이행이 발생할 경우, 당사가 귀하의 현재 계정에 충전된 배틀코인을 동결할 권리를 보유하는 것에 귀하는 동의하며, 불이행된 대금 채무를 완전히 이행하기 전까지 충전된 배틀코인을 불이행 채무의 이행에 사용하는 것에 동의합니다. 대금 채무가 계정에 충전된 배틀코인에 의하거나 기타 다른 결제수단에 의하여 완전히 변제될 경우, 당사는 계정에 충전된 배틀코인의 동결을 해제할 수 있습니다.",0,,,
,,9. 업데이트.,0,,,
,,"9.1 계약. 서비스 변경에 따라 블리자드가 본 계약을 업데이트합니다. 이러한 업데이트 이후에 서비스를 다시 이용하게 되는 경우 귀하는 개정된 계약에 대해 동의 또는 거부해야 할 수 있습니다. 서비스를 계속 이용하기 위해서는 모든 개정 내용에 동의해야 합니다. 블리자드는 수시로 운영정책 및 개인 정보 보호 취급방침을 개정할 수 있으며, 새로 개정된 내용은 웹사이트에서 확인할 수 있습니다. 본 계약서, 운영정책 또는 개인 정보 취급방침의 현재 버전에 대해 동의하지 않는 부분이 있으면 서비스 이용을 즉시 중단해야 합니다.",0,,,
,,9.2 소프트웨어 및 서비스. 해당 제품과 서비스 개선을 위해 블리자드는 귀하의 컴퓨터에 설치되어 있는 서비스 및 각 게임에 대한 업데이트를 다운로드하여 설치할 것을 요구할 수 있습니다. 귀하는 블리자드가 별도의 통지 없이 이용자 컴퓨터에 설치된 게임 클라이언트를 포함하여 서비스 및 게임을 업데이트할 수 있음을 인지하고 이에 동의합니다. 업데이트와 별도로 다음과 같이 컴퓨터 프로그램이 설치될 수 있습니다.,0,,,
,,"9.2.1 설치목적. 블리자드는 제공하는 서비스 및 결제서비스를 이용하기 위하여 필요한 사항으로 서비스의 변경에 따라 프로그램을 패치, 업데이트, 변경할 수 있습니다.",0,,,
,,"9.2.2 프로그램의 종류 및 기능, 용량",0,,,
,,9.2.2.1 게임클라이언트. 당사가 제공하는 게임을 이용하기 위한 프로그램으로 설치 사양을 포함한 자세한 내용은 http://kr.blizzard.com/ko-kr/company/legal/ko-kr/gradesystem.html 에서 확인할 수 있습니다. 각 게임의 등급에 관한 정보는 http://kr.blizzard.com/ko-kr/company/legal/ko-kr/gradesystem.html 에서 확인하실 수 있습니다.,0,,,
,,"9.2.2.2 Active X 프로그램. 결제서비스 및 인증, 보안을 위하여 설치, 업데이트되며 수정되는 프로그램으로서 자세한 내용은 설치시에 해당 서비스 제공자로부터 제공됩니다.",0,,,
,,9.2.3 프로그램의 제거방법. 게임클라이언트 및 Active X 프로그램은 제어판의 프로그램 설치/삭제 메뉴 또는 해당 프로그램이 제공하는 Uninstall 프로그램으로 제거할 수 있습니다.,0,,,
,,10. 소유권.,0,,,
,,"10.1 게임 클라이언트 및 서비스. 게임 클라이언트 및 서비스(타이틀, 컴퓨터 코드, 테마, 개체, 캐릭터, 캐릭터 이름, 스토리, 대화, 캐치프레이즈, 개념, 그림, 애니메이션, 사운드, 작곡, 시청각 효과, 작동 방법, 저자인격권, 문서, 게임 내 대화 내용, 캐릭터 프로필 정보, 게임 클라이언트를 이용한 게임 영상, 게임 클라이언트 및 서버 소프트웨어 등을 포함하나 이에 제한되지 않음)의 저작권은 블리자드 및 라이선스 제공자의 소유입니다. 블리자드는 2차 저작물을 제작할 독점적인 권리를 포함(이에 제한되지 않음)하여 게임 및 서비스와 관련된 모든 권리를 보유합니다. 귀하는 http://kr.blizzard.com/ko-kr/company/legal/videopolicy.html에 명시된 블리자드 동영상 정책 및 http://kr.blizzard.com/ko-kr/community/fanart/rules.html에 있는 블리자드 팬 아트 제출 정책을 포함(이에 제한되지 않음)하여 블리자드가 경기 대회 규칙 또는 블리자드 팬 정책으로 명시적으로 정한 경우를 제외하고는, 게임 또는 서비스를 기반으로 어떠한 저작물도 만들지 않을 것에 동의합니다. 게임 라이선스 계약 및 이용 약관을 위반한 게임 복제 또는 재배포 행위는 법률에 의거하여 명시적으로 금지되며, 이에 대한 위반은 심각한 민/형사상의 처벌 대상이 됩니다.",0,,,
,,"10.2 계정. 귀하는 본 약관에 따라 본 게임서비스 및 계정을 이용할 수 있는 권리를 보유합니다. 블리자드는 계정에 대한 권리를 보유합니다. 블리자드는 계정의 양도를 인정하지 않습니다. 이용자는 계정을 구입, 판매, 증여 또는 거래하거나 또는 이러한 제안을 할 수 없으며, 이러한 시도는 무효입니다.",0,,,
,,"10.3 가상 아이템. 게임에 등장하는 모든 콘텐츠(제17.4조의 이용자 콘텐츠 제외)에 대한 소유권, 라이선스 권한 및 기타 권리는 블리자드에 있습니다. 이용자는 게임에 등장하거나 게임에서 발생한 가상의 재화나 화폐, 또는 이와 유사한 콘텐츠를 본 약관에 따라 이용할 수 있는 권리를 보유합니다. 다만, 그에 대한 소유권이나 저작권 및 기타 권리를 보유하지는 않습니다. 블리자드는 블리자드가 서면 승인한 경우를 제외하고, 게임 외부에서 이루어지는 가상 재산의 양도 또는 게임에서 나타나거나 만들어진 아이템의 “현실 세계”에서의 판매, 증여 또는 거래 시도를 인정하지 않습니다. 따라서 이용자는 블리자드의 승인 없이 게임 내 아이템 또는 화폐를 “실제” 돈을 받고 판매하거나 게임 밖에서 아이템이나 화폐를 대가물로 교환할 수 없으며 해당 행위는 본 약관과 운영정책에 의거 제재를 받을 수 있습니다.",0,,,
,,"11. 계정의 설정. 서비스에서 계정을 생성 또는 업데이트하는 경우 귀하는 블리자드에 특정 개인 정보를 제공하여야 하며, 이용자가 환불요청하는 경우, 계좌번호를 제공해야 하며, 게임에 대한 라이선스를 추가하는 경우 블리자드에서 제공한 사용하지 않은 인증 키를 제출해야 합니다. 귀하는 요청 시 블리자드에 정확한 정보를 제공하고, 정보가 변경되면 즉시 이러한 정보를 업데이트할 것에 동의합니다.",0,,,
,,"12. 이용자 이름 및 암호. 계정 생성 과정에서 귀하는 고유한 이용자 이름 및 암호(이하 총칭하여 “로그인 정보”)를 선택해야 할 수 있으며, 본 약관에 명시된 경우를 제외하고 계정 또는 로그인 정보를 타인과 공유할 수 없습니다. 이용자는 자신의 로그인 정보를 비밀로 유지할 책임이 있으며, 블리자드의 고의, 중과실로 인한 것이 아닌 한, 로그인 정보 사용에 대한 책임을 집니다. 로그인 정보의 분실, 도난 또는 허가 없는 유출 등을 포함(이에 국한되지 않음)하여 보안에 대한 위반 사실을 발견하거나 의심이 가는 경우 이용자는 블리자드에 전자 메일(websupport@blizzard.co.kr)을 보내 즉시 보고해야 합니다.",0,,,
,,13. 계정 정지/삭제.,0,,,
,,"13.1 약관의 위반 등에 의한 정지/삭제 블리자드는 본 약관의 위반이 있는 경우 사전에 이용자에게 통지를 하고 소명의 기회를 부여한 후, 그 위반 정도 따라 계정을 정지할 수 있습니다. 다만, 본 이용약관 제2.1조, 제2.3조, 제2.4조, 제2.5조, 제17.2조 (a) 전단 및 제17.3조 및 이에 준하는 중대한 위반으로서 그에 대하여 긴급한 대응이 필요한 경우에는 사전 통지 없이 이용자의 계정을 정지할 수 있으며, 이 경우에는 사후에 통지합니다. 본 이용 약관에 대한 위반을 포함(이에 제한되지 않음)하여 이용자의 부정이용으로 인해 블리자드가 해지한 계정은 다시 복구되지 않습니다. 대부분의 계정 정지, 해지 또는 삭제는 본 이용 약관, 게임 내 정책 또는 게임 라이선스 계약에 대한 위반의 결과로 설명할 수 있으며, 이에 제한되지 않습니다. 본 규정에 의한 계정의 정지/삭제에 대한 소명을 원하실 경우 정지 삭제의 통보를 받은 날로부터 15일 이내에 [이메일 링크]로 연락하실 수 있습니다. 블리자드는 15일 이내에 소명에 대하여 답변하도록 최선의 노력을 다합니다. 다만 불가피할 경우 고객에게 통지한 후 15일 이후에도 소명에 대한 답변을 할 수 있습니다.",0,,,
,,13.2 이용자에 의한 계정 삭제. 이용자는 웹사이트의 지침에 따라 등록한 계정을 언제라도 취소할 수 있습니다. 이용자가 계정을 취소할 경우 계정에 부착된 모든 라이선스와 충전된 금액을 포함한 재산적 가치는 소멸하며 이용자의 개인정보는 당사의 개인정보취급방침에 의하여 관리되며 최종적으로 삭제됩니다. 개인정보 삭제 후 일정기간 경과시 개인정보 삭제의 결과로 라이선스나 충전된 금액의 복구를 포함한 계정에 대한 어떠한 도움도 드릴 수 없습니다.,0,,,
,,"14. 서비스의 해지. 서비스는 블리자드가 소유하거나 유지 관리하는 엄격히 제어된 환경이며, 블리자드는 사업의 종료, 합병, 청산 등 이에 준하는 정당한 사유가 있는 한 이용자에 대한 서비스를 해지 또는 거부할 수 있는 권리를 보유합니다. 서비스를 종료할 경우, 사전에 고지할 수 없는 불가피한 사정이 없는 한 30일전에 당사의 홈페이지에 서비스 종료를 안내합니다. 블리자드는 언제든지 해당 법률에 의하여 귀하에게 사전 통지 후 서비스 제공 또는 지원을 중단할 수 있습니다. 이 경우 귀하는 잔여금액에 대하여 환불을 받을 권리외에 서비스제공의 요구, 서비스 중단에 대한 배상을 청구할 수 없습니다.",0,,,
,,"15. 비용. 이용자는 등록한 계정을 자신 또는 타인이 이용함으로써 발생한 모든 비용과 세금을 지불하는 데 동의합니다본 서비스를 통해 제공되는 상품 및 서비스(모든 게임에 대한 가입계획을 포함)에 대한 요금은 법률에 따른 사전 고지 후 변경될 수 있습니다 귀하는 관련 법령에서 규정된 경우를 제외하고는 환불을 받을 수 없으며, 선불 처리된 게임 시간에 대한 잠재적 환불에 대한 정보는 해당 게임의 특정 이용 약관을 참조해야 합니다.",0,,,
,,"16. 게임 양도. 대부분의 게임 클라이언트에 포함된 인증 키는 한번만 사용할 수 있으며, 이 인증 키를 사용하여 게임 라이선스를 등록된 해당 계정에 연결할 수 있습니다. 게임 클라이언트에 대한 라이선스 양도 가능성은 게임 라이선스 계약의 적용을 받습니다. 단, 게임 클라이언트의 양도는 등록된 계정에 어떠한 영향도 미치지 않아야 하며, 계정은 게임 클라이언트와 함께 양도되어서는 안 됩니다. 사용된 게임 클라이언트에 대한 라이선스 구매자는 http://kr.blizzard.com/ko-kr/ 웹사이트에 명시된 프로세스를 따라야 하며, 이에는 새로운 인증 키 발급 비용에 대한 결제 내용이 포함되어 있을 수 있습니다.",0,,,
,,17. 이용 제약 사항 및 조건,0,,,
,,"17.1 법률 위반 금지. 이용자는 게임 클라이언트 또는 서비스 이용과 관련하여 어떠한 준거법이나 규정도 위반하지 않을 것에 동의합니다. 상기 항목에 대한 제한 없이 귀하는 서비스를 통해 (사생활 보호권 또는 평판을 포함하여) 타인의 저작권, 등록상표, 특허, 영업 비밀 또는 기타 권리를 침해하는 자료 또는 정보를 제공하지 않을 것에 동의합니다.",0,,,
,,"17.2 서비스 오용. 귀하는 본 계약에 의해 명시적으로 허용된 이외의 방식으로 서비스에 접속하거나 서비스를 이용할 수 없습니다. 상기 항목에 대한 제한 없이 귀하는 (a) 서비스 거부 공격을 포함(이에 제한되지 않음)하여 서비스에 대해 어떤 형태의 공격으로든 일체의 공격을 수행하거나 지원 또는 참여하지 않으며 그밖에는 서비스 또는 타인의 서비스 이용을 방해하지 않으며, (b) 서비스, 다른 이용자에게 등록된 계정 또는 서비스에 접속된 컴퓨터 시스템 또는 네트워크에 대해 허가되지 않은 접속을 하지 않을 것에 동의합니다.",0,,,
,,"17.3 정보 추출 금지. 귀하는 (a) 블리자드가 명시적으로 허용하지 않는 방법으로 서비스 또는 게임을 이용하여 어떠한 정보도 획득하거나 이를 시도하지 않으며, (b) 네트워크 분석기, 패킷 스니퍼 또는 기타 장치의 사용 여부와 관계없이 클라이언트 또는 서비스가 사용하는 독점 통신 프로토콜을 가로채거나 조사 또는 감시하지 않으며, (c) 이용자의 캐릭터, 등록한 계정, 가상 아이템, 기타 플레이어 또는 기타 게임 데이터를 포함(이에 제한되지 않음)하여 게임 클라이언트 또는 서비스를 이용하여 정보를 수집하는 제삼자 소프트웨어를 사용하지 않을 것에 동의합니다.",0,,,
,,"17.4 이용자 콘텐츠. “이용자 콘텐츠”는 게임이나 서비스와 관련하여 귀하 또는 다른 이용자가 게임 클라이언트 또는 서비스를 통해 업로드 또는 전송하는 대화 텍스트를 포함한 커뮤니케이션, 이미지, 사운드 및 모든 자료 및 정보를 의미합니다. 귀하는 게임내에서 보여지거나 게임과 일체화된 이용자 콘텐츠에 대하여 블리자드가 다음과 같은 방법과 조건으로 이용하는 것을 허락합니다. 게임내에서 보여지지 않고 게임과 일체화되지 않은 귀하의 이용자 콘텐츠 (예컨대, 일반게시판등에의 게시물)에 대하여는 블리자드가 귀하의 명시적인 동의가 없이 상업적으로 이용하지 않으며, 귀하는 언제든지 이러한 이용자 콘텐츠를 삭제할 수 있습니다. 다만, 이러한 이용이 법률에 의하여 제한을 받을 경우, 블리자드는 해당 법률 규정에 따릅니다.",0,,,
,,"17.4 이용자 콘텐츠. “이용자 콘텐츠”는 게임이나 서비스와 관련하여 귀하 또는 다른 이용자가 게임 클라이언트 또는 서비스를 통해 업로드 또는 전송하는 대화 텍스트를 포함한 커뮤니케이션, 이미지, 사운드 및 모든 자료 및 정보를 의미합니다. 귀하는 게임내에서 보여지거나 게임과 일체화된 이용자 콘텐츠에 대하여 블리자드가 다음과 같은 방법과 조건으로 이용하는 것을 허락합니다. 게임내에서 보여지지 않고 게임과 일체화되지 않은 귀하의 이용자 콘텐츠 (예컨대, 일반게시판등에의 게시물)에 대하여는 블리자드가 귀하의 명시적인 동의가 없이 상업적으로 이용하지 않으며, 귀하는 언제든지 이러한 이용자 콘텐츠를 삭제할 수 있습니다. 다만, 이러한 이용이 법률에 의하여 제한을 받을 경우, 블리자드는 해당 법률 규정에 따릅니다.(a) 해당 이용자 콘텐츠를 게임이나 서비스의 제공 및 홍보의 목적으로 이용, 편집, 형식의 변경 및 기타 변형 (공표, 복제, 공연, 전송, 배포, 방송, 2차적 저작물 작성 등 어떠한 형태로든 이용 가능하며, 이용기간과 지역에는 제한이 없음)",0,,,
,,"17.4 이용자 콘텐츠. “이용자 콘텐츠”는 게임이나 서비스와 관련하여 귀하 또는 다른 이용자가 게임 클라이언트 또는 서비스를 통해 업로드 또는 전송하는 대화 텍스트를 포함한 커뮤니케이션, 이미지, 사운드 및 모든 자료 및 정보를 의미합니다. 귀하는 게임내에서 보여지거나 게임과 일체화된 이용자 콘텐츠에 대하여 블리자드가 다음과 같은 방법과 조건으로 이용하는 것을 허락합니다. 게임내에서 보여지지 않고 게임과 일체화되지 않은 귀하의 이용자 콘텐츠 (예컨대, 일반게시판등에의 게시물)에 대하여는 블리자드가 귀하의 명시적인 동의가 없이 상업적으로 이용하지 않으며, 귀하는 언제든지 이러한 이용자 콘텐츠를 삭제할 수 있습니다. 다만, 이러한 이용이 법률에 의하여 제한을 받을 경우, 블리자드는 해당 법률 규정에 따릅니다.(b) 이용자 콘텐츠를 제작한 이용자의 사전 동의 없이 거래를 목적으로 이용자 콘텐츠를 판매, 대여, 양도 행위를 하지 않음",0,,,
,,"17.4 이용자 콘텐츠. “이용자 콘텐츠”는 게임이나 서비스와 관련하여 귀하 또는 다른 이용자가 게임 클라이언트 또는 서비스를 통해 업로드 또는 전송하는 대화 텍스트를 포함한 커뮤니케이션, 이미지, 사운드 및 모든 자료 및 정보를 의미합니다. 귀하는 게임내에서 보여지거나 게임과 일체화된 이용자 콘텐츠에 대하여 블리자드가 다음과 같은 방법과 조건으로 이용하는 것을 허락합니다. 게임내에서 보여지지 않고 게임과 일체화되지 않은 귀하의 이용자 콘텐츠 (예컨대, 일반게시판등에의 게시물)에 대하여는 블리자드가 귀하의 명시적인 동의가 없이 상업적으로 이용하지 않으며, 귀하는 언제든지 이러한 이용자 콘텐츠를 삭제할 수 있습니다. 다만, 이러한 이용이 법률에 의하여 제한을 받을 경우, 블리자드는 해당 법률 규정에 따릅니다.(c) 컴퓨터 메모리에의 접속",0,,,
,,"17.4 이용자 콘텐츠. “이용자 콘텐츠”는 게임이나 서비스와 관련하여 귀하 또는 다른 이용자가 게임 클라이언트 또는 서비스를 통해 업로드 또는 전송하는 대화 텍스트를 포함한 커뮤니케이션, 이미지, 사운드 및 모든 자료 및 정보를 의미합니다. 귀하는 게임내에서 보여지거나 게임과 일체화된 이용자 콘텐츠에 대하여 블리자드가 다음과 같은 방법과 조건으로 이용하는 것을 허락합니다. 게임내에서 보여지지 않고 게임과 일체화되지 않은 귀하의 이용자 콘텐츠 (예컨대, 일반게시판등에의 게시물)에 대하여는 블리자드가 귀하의 명시적인 동의가 없이 상업적으로 이용하지 않으며, 귀하는 언제든지 이러한 이용자 콘텐츠를 삭제할 수 있습니다. 다만, 이러한 이용이 법률에 의하여 제한을 받을 경우, 블리자드는 해당 법률 규정에 따릅니다.(d) 해당 이용자 콘텐츠의 작성자로서의 귀하의 성명은 표시하지 않을 수 있음.",0,,,
